dataset,difficulty,question,gold_sql,generated_sql,llm_model,generation_latency_seconds,generation_error,execution_error,gold_execution_error,execution_latency_seconds,correct,correct_lenient,trivial_empty_match
advising,easy,Display to me what is required for a CS-LSA degree .,"SELECT DISTINCT PROGRAM_REQUIREMENTalias0.ADDITIONAL_REQ , PROGRAM_REQUIREMENTalias0.CATEGORY , PROGRAM_REQUIREMENTalias0.MIN_CREDIT , PROGRAMalias0.NAME FROM PROGRAM AS PROGRAMalias0 , PROGRAM_REQUIREMENT AS PROGRAM_REQUIREMENTalias0 WHERE PROGRAMalias0.NAME LIKE ""%CS-LSA%"" AND PROGRAMalias0.PROGRAM_ID = PROGRAM_REQUIREMENTalias0.PROGRAM_ID ;","SELECT p.name, pc.category, pc.workload, pc.min_credit, pr.additional_req 
FROM PROGRAM p 
JOIN PROGRAM_COURSE pc ON p.program_id = pc.program_id 
JOIN PROGRAM_REQUIREMENT pr ON pc.program_id = pr.program_id AND pc.category = pr.category 
WHERE p.name = 'CS-LSA';",Qwen2.5-Coder-7B-Instruct-4bit,5.658685684204102,,"(1054, ""Unknown column 'pc.min_credit' in 'SELECT'"")",,0.0,False,False,False
advising,easy,What upper level classes produce 10 credits ?,"SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 INNER JOIN PROGRAM_COURSE AS PROGRAM_COURSEalias0 ON PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID WHERE COURSEalias0.CREDITS = 10 AND PROGRAM_COURSEalias0.CATEGORY LIKE ""ULCS"" ;",SELECT NAME FROM COURSE WHERE LEVEL = 'upper' AND CREDITS = 10;,Qwen2.5-Coder-7B-Instruct-4bit,2.195638418197632,,"(1054, ""Unknown column 'LEVEL' in 'WHERE'"")",,0.0014600753784179688,False,False,False
advising,easy,Does 399 have a project assigned to it ?,"SELECT DISTINCT COURSEalias0.HAS_PROJECTS FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """" AND COURSEalias0.NUMBER = 399 ;",SELECT * FROM COURSE WHERE COURSE_ID = '399' AND HAS_PROJECTS = 'Yes';,Qwen2.5-Coder-7B-Instruct-4bit,2.395853281021118,,,,0.0010113716125488281,True,True,True
advising,hard,Which classes are available as Other from the classes next semester ?,"SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , PROGRAM_COURSE AS PROGRAM_COURSEalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND PROGRAM_COURSEalias0.CATEGORY LIKE ""%Other%"" AND PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID AND SEMESTERalias0.SEMESTER = ""FA"" AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2016 GROUP BY COURSEalias0.DEPARTMENT , COURSEalias0.NUMBER ;",SELECT c.NAME FROM COURSE c JOIN COURSE_OFFERING co ON c.COURSE_ID = co.COURSE_ID WHERE co.SEMESTER = 'next' AND c.NUM_SEMESTERS > 1;,Qwen2.5-Coder-7B-Instruct-4bit,3.7327847480773926,,,,0.024752378463745117,False,False,False
advising,hard,Which is less demanding out of EECS 545 and EECS 562 ?,"SELECT DISTINCT COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 INNER JOIN PROGRAM_COURSE AS PROGRAM_COURSEalias0 ON PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID WHERE ( COURSEalias0.NUMBER = 545 OR COURSEalias0.NUMBER = 562 ) AND PROGRAM_COURSEalias0.WORKLOAD = ( SELECT MIN( PROGRAM_COURSEalias1.WORKLOAD ) FROM PROGRAM_COURSE AS PROGRAM_COURSEalias1 INNER JOIN COURSE AS COURSEalias1 ON PROGRAM_COURSEalias1.COURSE_ID = COURSEalias1.COURSE_ID WHERE ( COURSEalias1.NUMBER = 545 OR COURSEalias1.NUMBER = 562 ) AND COURSEalias1.DEPARTMENT = ""EECS"" ) ;",SELECT c1.name FROM course c1 JOIN course_tags_count ct1 ON c1.course_id = ct1.course_id WHERE c1.name = 'EECS 545' UNION SELECT c2.name FROM course c2 JOIN course_tags_count ct2 ON c2.course_id = ct2.course_id WHERE c2.name = 'EECS 562' ORDER BY ct1.heavy_reading + ct1.heavy_papers + ct1.tough_tests DESC LIMIT 1;,Qwen2.5-Coder-7B-Instruct-4bit,7.881984233856201,,"(1250, ""Table 'ct1' from one of the SELECTs cannot be used in ORDER BY"")",,0.0010094642639160156,False,False,False
advising,hard,"Before noon , what upper level electives are offered ?","SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , PROGRAM_COURSE AS PROGRAM_COURSEalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSE_OFFERINGalias0.END_TIME <= ""12:00:00"" AND COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND PROGRAM_COURSEalias0.CATEGORY LIKE ""%ULCS%"" AND PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID AND SEMESTERalias0.SEMESTER = ""WN"" AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2016 ;",SELECT DISTINCT c.NAME FROM COURSE c JOIN COURSE_OFFERING co ON c.COURSE_ID = co.COURSE_ID WHERE co.START_TIME < '12:00' AND c.NUM_ENROLLED > 0 AND c.LEVEL = 'upper' AND c.TYPE = 'elective';,Qwen2.5-Coder-7B-Instruct-4bit,4.736151456832886,,"(1054, ""Unknown column 'c.LEVEL' in 'WHERE'"")",,0.0,False,False,False
advising,hard,Are there any classes Dr. Stefan Cieply has taught before ?,"SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , INSTRUCTOR AS INSTRUCTORalias0 , OFFERING_INSTRUCTOR AS OFFERING_INSTRUCTORalias0 WHERE COURSE_OFFERINGalias0.SEMESTER < ( SELECT SEMESTERalias0.SEMESTER_ID FROM SEMESTER AS SEMESTERalias0 WHERE SEMESTERalias0.SEMESTER = ""WN"" AND SEMESTERalias0.YEAR = 2016 ) AND COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND INSTRUCTORalias0.NAME LIKE ""%Stefan Cieply%"" AND OFFERING_INSTRUCTORalias0.INSTRUCTOR_ID = INSTRUCTORalias0.INSTRUCTOR_ID AND OFFERING_INSTRUCTORalias0.OFFERING_ID = COURSE_OFFERINGalias0.OFFERING_ID ;",SELECT COUNT(*) > 0 FROM OFFERING_INSTRUCTOR oi JOIN INSTRUCTOR i ON oi.INSTRUCTOR_ID = i.INSTRUCTOR_ID WHERE i.NAME = 'Dr. Stefan Cieply';,Qwen2.5-Coder-7B-Instruct-4bit,3.6920557022094727,,,,0.0,False,False,False
advising,hard,"Between EECS 519 and EECS 537 , which is easier ?","SELECT DISTINCT COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 INNER JOIN PROGRAM_COURSE AS PROGRAM_COURSEalias0 ON PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID WHERE ( COURSEalias0.NUMBER = 519 OR COURSEalias0.NUMBER = 537 ) AND PROGRAM_COURSEalias0.WORKLOAD = ( SELECT MIN( PROGRAM_COURSEalias1.WORKLOAD ) FROM PROGRAM_COURSE AS PROGRAM_COURSEalias1 INNER JOIN COURSE AS COURSEalias1 ON PROGRAM_COURSEalias1.COURSE_ID = COURSEalias1.COURSE_ID WHERE ( COURSEalias1.NUMBER = 519 OR COURSEalias1.NUMBER = 537 ) AND COURSEalias1.DEPARTMENT = ""EECS"" ) ;","SELECT c.EASINESS_SCORE, c.NAME FROM COURSE c WHERE c.COURSE_ID IN ('EECS 519', 'EECS 537') ORDER BY c.EASINESS_SCORE ASC LIMIT 1;",Qwen2.5-Coder-7B-Instruct-4bit,3.8852012157440186,,,,0.0,False,True,False
advising,hard,Which 400 / 500 -level POLSCI courses have the smallest workloads ?,"SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER , PROGRAM_COURSEalias0.WORKLOAD FROM COURSE AS COURSEalias0 INNER JOIN PROGRAM_COURSE AS PROGRAM_COURSEalias0 WHERE ( ( COURSEalias0.NUMBER < 400 + 100 AND COURSEalias0.NUMBER >= 400 ) OR ( COURSEalias0.NUMBER < 500 + 100 AND COURSEalias0.NUMBER >= 500 ) ) AND COURSEalias0.DEPARTMENT = ""POLSCI"" AND PROGRAM_COURSEalias0.WORKLOAD = ( SELECT MIN( PROGRAM_COURSEalias1.WORKLOAD ) FROM COURSE AS COURSEalias1 INNER JOIN PROGRAM_COURSE AS PROGRAM_COURSEalias1 WHERE ( ( COURSEalias1.NUMBER < 400 + 100 AND COURSEalias1.NUMBER >= 400 ) OR ( COURSEalias1.NUMBER < 500 + 100 AND COURSEalias1.NUMBER >= 500 ) ) AND COURSEalias1.DEPARTMENT = ""POLSCI"" ) ;","SELECT c.NAME, pc.workload FROM COURSE c JOIN PROGRAM_COURSE pc ON c.COURSE_ID = pc.course_id WHERE c.NUMBER BETWEEN 400 AND 500 AND c.DEPARTMENT = 'POLSCI' ORDER BY pc.workload ASC LIMIT 1;",Qwen2.5-Coder-7B-Instruct-4bit,4.698752164840698,,,,0.0,False,False,False
advising,hard,In which area have most of my C 's been earned ?,"SELECT DISTINCT DERIVED_TABLEalias0.DERIVED_FIELDalias1 FROM ( SELECT AREAalias0.AREA AS DERIVED_FIELDalias0 , COUNT( * ) AS DERIVED_FIELDalias1 FROM AREA AS AREAalias0 INNER JOIN STUDENT_RECORD AS STUDENT_RECORDalias0 ON STUDENT_RECORDalias0.COURSE_ID = AREAalias0.COURSE_ID WHERE STUDENT_RECORDalias0.GRADE LIKE ""C"" AND STUDENT_RECORDalias0.STUDENT_ID = 1 GROUP BY AREAalias0.AREA ) AS DERIVED_TABLEalias0 WHERE DERIVED_TABLEalias0.DERIVED_FIELDalias1 = ( SELECT COUNT( * ) AS DERIVED_FIELDalias2 FROM AREA AS AREAalias1 , STUDENT_RECORD AS STUDENT_RECORDalias1 WHERE STUDENT_RECORDalias1.COURSE_ID = AREAalias1.COURSE_ID AND STUDENT_RECORDalias1.GRADE LIKE ""C"" AND STUDENT_RECORDalias1.STUDENT_ID = 1 GROUP BY AREAalias1.AREA ORDER BY DERIVED_FIELDalias2 DESC LIMIT 1 ) ;",SELECT a.AREA FROM AREA a JOIN COURSE c ON a.COURSE_ID = c.COURSE_ID JOIN STUDENT_RECORD sr ON c.COURSE_ID = sr.course_id WHERE sr.grade = 'C' GROUP BY a.AREA ORDER BY COUNT(sr.student_id) DESC LIMIT 1;,Qwen2.5-Coder-7B-Instruct-4bit,5.366378784179688,,,,0.0,False,True,False
advising,hard,What courses can be taken for PreMajor next semester ?,"SELECT DISTINCT COURSEalias0.DEPARTMENT , COURSEalias0.NAME , COURSEalias0.NUMBER FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , PROGRAM AS PROGRAMalias0 , PROGRAM_COURSE AS PROGRAM_COURSEalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND PROGRAM_COURSEalias0.CATEGORY LIKE ""%PreMajor%"" AND PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID AND PROGRAMalias0.NAME LIKE ""%CS-LSA%"" AND PROGRAMalias0.PROGRAM_ID = PROGRAM_COURSEalias0.PROGRAM_ID AND SEMESTERalias0.SEMESTER = ""FA"" AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2016 ;",SELECT DISTINCT c.NAME FROM COURSE c JOIN PROGRAM_COURSE pc ON c.COURSE_ID = pc.COURSE_ID JOIN PROGRAM p ON pc.program_id = p.program_id WHERE p.name = 'PreMajor' AND pc.category = 'Required';,Qwen2.5-Coder-7B-Instruct-4bit,4.022551774978638,,,,0.0,False,False,False
advising,hard,Did Prof. Wayne High teach PATH 699 in Summer 2015 ?,"SELECT COUNT( * ) > 0 FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , INSTRUCTOR AS INSTRUCTORalias0 , OFFERING_INSTRUCTOR AS OFFERING_INSTRUCTORalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.DEPARTMENT = ""PATH"" AND COURSEalias0.NUMBER = 699 AND INSTRUCTORalias0.NAME LIKE ""%Wayne High%"" AND OFFERING_INSTRUCTORalias0.INSTRUCTOR_ID = INSTRUCTORalias0.INSTRUCTOR_ID AND OFFERING_INSTRUCTORalias0.OFFERING_ID = COURSE_OFFERINGalias0.OFFERING_ID AND SEMESTERalias0.SEMESTER = ""Summer"" AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2015 ;",SELECT COUNT(*) > 0 FROM OFFERING_INSTRUCTOR oi JOIN INSTRUCTOR i ON oi.INSTRUCTOR_ID = i.INSTRUCTOR_ID JOIN COURSE_OFFERING co ON oi.OFFERING_ID = co.OFFERING_ID JOIN COURSE c ON co.COURSE_ID = c.COURSE_ID WHERE i.NAME = 'Wayne High' AND c.NAME = 'PATH 699' AND co.SEMESTER = 'Summer' AND co.YEAR = 2015;,Qwen2.5-Coder-7B-Instruct-4bit,7.746588230133057,,"(1054, ""Unknown column 'co.YEAR' in 'WHERE'"")",,0.0,False,False,False
advising,hard,What number of 10 -credit upper-level NEAREAST classes are being offered this Spring-Summer ?,"SELECT COUNT( DISTINCT COURSEalias0.COURSE_ID ) FROM COURSE AS COURSEalias0 , COURSE_OFFERING AS COURSE_OFFERINGalias0 , PROGRAM_COURSE AS PROGRAM_COURSEalias0 , SEMESTER AS SEMESTERalias0 WHERE COURSEalias0.COURSE_ID = COURSE_OFFERINGalias0.COURSE_ID AND COURSEalias0.CREDITS = 10 AND COURSEalias0.DEPARTMENT = ""NEAREAST"" AND PROGRAM_COURSEalias0.CATEGORY LIKE ""%ULCS%"" AND PROGRAM_COURSEalias0.COURSE_ID = COURSEalias0.COURSE_ID AND SEMESTERalias0.SEMESTER = ""Spring-Summer"" AND SEMESTERalias0.SEMESTER_ID = COURSE_OFFERINGalias0.SEMESTER AND SEMESTERalias0.YEAR = 2016 ;",SELECT COUNT(*) FROM COURSE c JOIN COURSE_OFFERING co ON c.COURSE_ID = co.COURSE_ID WHERE c.NUM_CREDITS = 10 AND c.LEVEL = 'upper' AND co.SEMESTER = 'Spring-Summer';,Qwen2.5-Coder-7B-Instruct-4bit,4.291809797286987,,"(1054, ""Unknown column 'c.NUM_CREDITS' in 'WHERE'"")",,0.0,False,False,False
