dataset,difficulty,question,gold_sql,schema_description
atis,hard,show me the flights from TORONTO to CINCINNATI,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FLIGHT AS FLIGHTalias0 WHERE CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = ""TORONTO"" AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = ""CINCINNATI"" AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ;","Table: aircraft(aircraft_code, aircraft_description, manufacturer, basic_type, engines, propulsion, wide_body, wing_span, length, weight, capacity, pay_load, cruising_speed, range_miles, pressurized)
Table: airline(airline_code, airline_name, note)
Table: airport(airport_code, airport_name, airport_location, state_code, country_name, time_zone_code, minimum_connect_time)
Table: airport_service(city_code, airport_code, miles_distant, direction, minutes_distant)
Table: city(city_code, city_name, state_code, country_name, time_zone_code)
Table: class_of_service(booking_class, rank, class_description)
Table: code_description(code, description)
Table: compartment_class(compartment, class_type)
Table: date_day(month_number, day_number, year, day_name)
Table: days(days_code, day_name)
Table: dual_carrier(main_airline, low_flight_number, high_flight_number, dual_airline, service_name)
Table: equipment_sequence(aircraft_code_sequence, aircraft_code)
Table: fare(fare_id, from_airport, to_airport, fare_basis_code, fare_airline, restriction_code, one_direction_cost, round_trip_cost, round_trip_required)
Table: fare_basis(fare_basis_code, booking_class, class_type, premium, economy, discounted, night, season, basis_days)
Table: flight(flight_id, flight_days, from_airport, to_airport, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed)
Table: flight_fare(flight_id, fare_id)
Table: flight_leg(flight_id, leg_number, leg_flight)
Table: flight_stop(flight_id, stop_number, stop_days, stop_airport, arrival_time, arrival_airline, arrival_flight_number, departure_time, departure_airline, departure_flight_number, stop_time)
Table: food_service(meal_code, meal_number, compartment, meal_description)
Table: ground_service(city_code, airport_code, transport_type, ground_fare)
Table: month(month_number, month_name)
Table: restriction(restriction_code, advance_purchase, stopovers, saturday_stay_required, minimum_stay, maximum_stay, application, no_discounts)
Table: state(state_code, state_name, country_name)
Table: time_interval(period, begin_time, end_time)
Table: time_zone(time_zone_code, time_zone_name, hours_from_gmt)

Example:
Question: which airports serve boston
SQL: SELECT DISTINCT airport_code FROM airport_service JOIN city ON airport_service.city_code = city.city_code WHERE city.city_name = 'BOSTON';"
atis,hard,which airlines have connections between PITTSBURGH and BALTIMORE,"SELECT DISTINCT AIRLINEalias0.AIRLINE_CODE FROM AIRLINE AS AIRLINEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FLIGHT AS FLIGHTalias0 WHERE CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = ""PITTSBURGH"" AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = ""BALTIMORE"" AND FLIGHTalias0.AIRLINE_CODE = AIRLINEalias0.AIRLINE_CODE AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ;","Table: aircraft(aircraft_code, aircraft_description, manufacturer, basic_type, engines, propulsion, wide_body, wing_span, length, weight, capacity, pay_load, cruising_speed, range_miles, pressurized)
Table: airline(airline_code, airline_name, note)
Table: airport(airport_code, airport_name, airport_location, state_code, country_name, time_zone_code, minimum_connect_time)
Table: airport_service(city_code, airport_code, miles_distant, direction, minutes_distant)
Table: city(city_code, city_name, state_code, country_name, time_zone_code)
Table: class_of_service(booking_class, rank, class_description)
Table: code_description(code, description)
Table: compartment_class(compartment, class_type)
Table: date_day(month_number, day_number, year, day_name)
Table: days(days_code, day_name)
Table: dual_carrier(main_airline, low_flight_number, high_flight_number, dual_airline, service_name)
Table: equipment_sequence(aircraft_code_sequence, aircraft_code)
Table: fare(fare_id, from_airport, to_airport, fare_basis_code, fare_airline, restriction_code, one_direction_cost, round_trip_cost, round_trip_required)
Table: fare_basis(fare_basis_code, booking_class, class_type, premium, economy, discounted, night, season, basis_days)
Table: flight(flight_id, flight_days, from_airport, to_airport, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed)
Table: flight_fare(flight_id, fare_id)
Table: flight_leg(flight_id, leg_number, leg_flight)
Table: flight_stop(flight_id, stop_number, stop_days, stop_airport, arrival_time, arrival_airline, arrival_flight_number, departure_time, departure_airline, departure_flight_number, stop_time)
Table: food_service(meal_code, meal_number, compartment, meal_description)
Table: ground_service(city_code, airport_code, transport_type, ground_fare)
Table: month(month_number, month_name)
Table: restriction(restriction_code, advance_purchase, stopovers, saturday_stay_required, minimum_stay, maximum_stay, application, no_discounts)
Table: state(state_code, state_name, country_name)
Table: time_interval(period, begin_time, end_time)
Table: time_zone(time_zone_code, time_zone_name, hours_from_gmt)

Example:
Question: which airports serve boston
SQL: SELECT DISTINCT airport_code FROM airport_service JOIN city ON airport_service.city_code = city.city_code WHERE city.city_name = 'BOSTON';"
atis,hard,show me all the flights that arrive in BALTIMORE from anywhere between 1850 and 2400,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FLIGHT AS FLIGHTalias0 WHERE ( ( ( FLIGHTalias0.ARRIVAL_TIME <= 2400 AND FLIGHTalias0.ARRIVAL_TIME >= 1850 ) OR FLIGHTalias0.ARRIVAL_TIME = 0 ) AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ) AND CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = ""BALTIMORE"" AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE ;","Table: aircraft(aircraft_code, aircraft_description, manufacturer, basic_type, engines, propulsion, wide_body, wing_span, length, weight, capacity, pay_load, cruising_speed, range_miles, pressurized)
Table: airline(airline_code, airline_name, note)
Table: airport(airport_code, airport_name, airport_location, state_code, country_name, time_zone_code, minimum_connect_time)
Table: airport_service(city_code, airport_code, miles_distant, direction, minutes_distant)
Table: city(city_code, city_name, state_code, country_name, time_zone_code)
Table: class_of_service(booking_class, rank, class_description)
Table: code_description(code, description)
Table: compartment_class(compartment, class_type)
Table: date_day(month_number, day_number, year, day_name)
Table: days(days_code, day_name)
Table: dual_carrier(main_airline, low_flight_number, high_flight_number, dual_airline, service_name)
Table: equipment_sequence(aircraft_code_sequence, aircraft_code)
Table: fare(fare_id, from_airport, to_airport, fare_basis_code, fare_airline, restriction_code, one_direction_cost, round_trip_cost, round_trip_required)
Table: fare_basis(fare_basis_code, booking_class, class_type, premium, economy, discounted, night, season, basis_days)
Table: flight(flight_id, flight_days, from_airport, to_airport, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed)
Table: flight_fare(flight_id, fare_id)
Table: flight_leg(flight_id, leg_number, leg_flight)
Table: flight_stop(flight_id, stop_number, stop_days, stop_airport, arrival_time, arrival_airline, arrival_flight_number, departure_time, departure_airline, departure_flight_number, stop_time)
Table: food_service(meal_code, meal_number, compartment, meal_description)
Table: ground_service(city_code, airport_code, transport_type, ground_fare)
Table: month(month_number, month_name)
Table: restriction(restriction_code, advance_purchase, stopovers, saturday_stay_required, minimum_stay, maximum_stay, application, no_discounts)
Table: state(state_code, state_name, country_name)
Table: time_interval(period, begin_time, end_time)
Table: time_zone(time_zone_code, time_zone_name, hours_from_gmt)

Example:
Question: which airports serve boston
SQL: SELECT DISTINCT airport_code FROM airport_service JOIN city ON airport_service.city_code = city.city_code WHERE city.city_name = 'BOSTON';"
atis,hard,i'd like to know the information from BOSTON to PHILADELPHIA nonstop,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FLIGHT AS FLIGHTalias0 WHERE ( CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = ""BOSTON"" AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = ""PHILADELPHIA"" AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ) AND FLIGHTalias0.STOPS = 0 ;","Table: aircraft(aircraft_code, aircraft_description, manufacturer, basic_type, engines, propulsion, wide_body, wing_span, length, weight, capacity, pay_load, cruising_speed, range_miles, pressurized)
Table: airline(airline_code, airline_name, note)
Table: airport(airport_code, airport_name, airport_location, state_code, country_name, time_zone_code, minimum_connect_time)
Table: airport_service(city_code, airport_code, miles_distant, direction, minutes_distant)
Table: city(city_code, city_name, state_code, country_name, time_zone_code)
Table: class_of_service(booking_class, rank, class_description)
Table: code_description(code, description)
Table: compartment_class(compartment, class_type)
Table: date_day(month_number, day_number, year, day_name)
Table: days(days_code, day_name)
Table: dual_carrier(main_airline, low_flight_number, high_flight_number, dual_airline, service_name)
Table: equipment_sequence(aircraft_code_sequence, aircraft_code)
Table: fare(fare_id, from_airport, to_airport, fare_basis_code, fare_airline, restriction_code, one_direction_cost, round_trip_cost, round_trip_required)
Table: fare_basis(fare_basis_code, booking_class, class_type, premium, economy, discounted, night, season, basis_days)
Table: flight(flight_id, flight_days, from_airport, to_airport, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed)
Table: flight_fare(flight_id, fare_id)
Table: flight_leg(flight_id, leg_number, leg_flight)
Table: flight_stop(flight_id, stop_number, stop_days, stop_airport, arrival_time, arrival_airline, arrival_flight_number, departure_time, departure_airline, departure_flight_number, stop_time)
Table: food_service(meal_code, meal_number, compartment, meal_description)
Table: ground_service(city_code, airport_code, transport_type, ground_fare)
Table: month(month_number, month_name)
Table: restriction(restriction_code, advance_purchase, stopovers, saturday_stay_required, minimum_stay, maximum_stay, application, no_discounts)
Table: state(state_code, state_name, country_name)
Table: time_interval(period, begin_time, end_time)
Table: time_zone(time_zone_code, time_zone_name, hours_from_gmt)

Example:
Question: which airports serve boston
SQL: SELECT DISTINCT airport_code FROM airport_service JOIN city ON airport_service.city_code = city.city_code WHERE city.city_name = 'BOSTON';"
atis,hard,could you please show me all flights from MILWAUKEE to MONTREAL,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FLIGHT AS FLIGHTalias0 WHERE CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = ""MILWAUKEE"" AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = ""MONTREAL"" AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ;","Table: aircraft(aircraft_code, aircraft_description, manufacturer, basic_type, engines, propulsion, wide_body, wing_span, length, weight, capacity, pay_load, cruising_speed, range_miles, pressurized)
Table: airline(airline_code, airline_name, note)
Table: airport(airport_code, airport_name, airport_location, state_code, country_name, time_zone_code, minimum_connect_time)
Table: airport_service(city_code, airport_code, miles_distant, direction, minutes_distant)
Table: city(city_code, city_name, state_code, country_name, time_zone_code)
Table: class_of_service(booking_class, rank, class_description)
Table: code_description(code, description)
Table: compartment_class(compartment, class_type)
Table: date_day(month_number, day_number, year, day_name)
Table: days(days_code, day_name)
Table: dual_carrier(main_airline, low_flight_number, high_flight_number, dual_airline, service_name)
Table: equipment_sequence(aircraft_code_sequence, aircraft_code)
Table: fare(fare_id, from_airport, to_airport, fare_basis_code, fare_airline, restriction_code, one_direction_cost, round_trip_cost, round_trip_required)
Table: fare_basis(fare_basis_code, booking_class, class_type, premium, economy, discounted, night, season, basis_days)
Table: flight(flight_id, flight_days, from_airport, to_airport, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed)
Table: flight_fare(flight_id, fare_id)
Table: flight_leg(flight_id, leg_number, leg_flight)
Table: flight_stop(flight_id, stop_number, stop_days, stop_airport, arrival_time, arrival_airline, arrival_flight_number, departure_time, departure_airline, departure_flight_number, stop_time)
Table: food_service(meal_code, meal_number, compartment, meal_description)
Table: ground_service(city_code, airport_code, transport_type, ground_fare)
Table: month(month_number, month_name)
Table: restriction(restriction_code, advance_purchase, stopovers, saturday_stay_required, minimum_stay, maximum_stay, application, no_discounts)
Table: state(state_code, state_name, country_name)
Table: time_interval(period, begin_time, end_time)
Table: time_zone(time_zone_code, time_zone_name, hours_from_gmt)

Example:
Question: which airports serve boston
SQL: SELECT DISTINCT airport_code FROM airport_service JOIN city ON airport_service.city_code = city.city_code WHERE city.city_name = 'BOSTON';"
atis,hard,show me flights from BALTIMORE to DALLAS,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias1 , CITY AS CITYalias0 , CITY AS CITYalias1 , FLIGHT AS FLIGHTalias0 WHERE CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = ""BALTIMORE"" AND CITYalias1.CITY_CODE = AIRPORT_SERVICEalias1.CITY_CODE AND CITYalias1.CITY_NAME = ""DALLAS"" AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias1.AIRPORT_CODE ;","Table: aircraft(aircraft_code, aircraft_description, manufacturer, basic_type, engines, propulsion, wide_body, wing_span, length, weight, capacity, pay_load, cruising_speed, range_miles, pressurized)
Table: airline(airline_code, airline_name, note)
Table: airport(airport_code, airport_name, airport_location, state_code, country_name, time_zone_code, minimum_connect_time)
Table: airport_service(city_code, airport_code, miles_distant, direction, minutes_distant)
Table: city(city_code, city_name, state_code, country_name, time_zone_code)
Table: class_of_service(booking_class, rank, class_description)
Table: code_description(code, description)
Table: compartment_class(compartment, class_type)
Table: date_day(month_number, day_number, year, day_name)
Table: days(days_code, day_name)
Table: dual_carrier(main_airline, low_flight_number, high_flight_number, dual_airline, service_name)
Table: equipment_sequence(aircraft_code_sequence, aircraft_code)
Table: fare(fare_id, from_airport, to_airport, fare_basis_code, fare_airline, restriction_code, one_direction_cost, round_trip_cost, round_trip_required)
Table: fare_basis(fare_basis_code, booking_class, class_type, premium, economy, discounted, night, season, basis_days)
Table: flight(flight_id, flight_days, from_airport, to_airport, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed)
Table: flight_fare(flight_id, fare_id)
Table: flight_leg(flight_id, leg_number, leg_flight)
Table: flight_stop(flight_id, stop_number, stop_days, stop_airport, arrival_time, arrival_airline, arrival_flight_number, departure_time, departure_airline, departure_flight_number, stop_time)
Table: food_service(meal_code, meal_number, compartment, meal_description)
Table: ground_service(city_code, airport_code, transport_type, ground_fare)
Table: month(month_number, month_name)
Table: restriction(restriction_code, advance_purchase, stopovers, saturday_stay_required, minimum_stay, maximum_stay, application, no_discounts)
Table: state(state_code, state_name, country_name)
Table: time_interval(period, begin_time, end_time)
Table: time_zone(time_zone_code, time_zone_name, hours_from_gmt)

Example:
Question: which airports serve boston
SQL: SELECT DISTINCT airport_code FROM airport_service JOIN city ON airport_service.city_code = city.city_code WHERE city.city_name = 'BOSTON';"
atis,medium,show me the flights into DAL,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT AS AIRPORTalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , CITY AS CITYalias0 , FLIGHT AS FLIGHTalias0 WHERE AIRPORTalias0.AIRPORT_CODE = ""DAL"" AND CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE AND FLIGHTalias0.TO_AIRPORT = AIRPORTalias0.AIRPORT_CODE ;","Table: aircraft(aircraft_code, aircraft_description, manufacturer, basic_type, engines, propulsion, wide_body, wing_span, length, weight, capacity, pay_load, cruising_speed, range_miles, pressurized)
Table: airline(airline_code, airline_name, note)
Table: airport(airport_code, airport_name, airport_location, state_code, country_name, time_zone_code, minimum_connect_time)
Table: airport_service(city_code, airport_code, miles_distant, direction, minutes_distant)
Table: city(city_code, city_name, state_code, country_name, time_zone_code)
Table: class_of_service(booking_class, rank, class_description)
Table: code_description(code, description)
Table: compartment_class(compartment, class_type)
Table: date_day(month_number, day_number, year, day_name)
Table: days(days_code, day_name)
Table: dual_carrier(main_airline, low_flight_number, high_flight_number, dual_airline, service_name)
Table: equipment_sequence(aircraft_code_sequence, aircraft_code)
Table: fare(fare_id, from_airport, to_airport, fare_basis_code, fare_airline, restriction_code, one_direction_cost, round_trip_cost, round_trip_required)
Table: fare_basis(fare_basis_code, booking_class, class_type, premium, economy, discounted, night, season, basis_days)
Table: flight(flight_id, flight_days, from_airport, to_airport, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed)
Table: flight_fare(flight_id, fare_id)
Table: flight_leg(flight_id, leg_number, leg_flight)
Table: flight_stop(flight_id, stop_number, stop_days, stop_airport, arrival_time, arrival_airline, arrival_flight_number, departure_time, departure_airline, departure_flight_number, stop_time)
Table: food_service(meal_code, meal_number, compartment, meal_description)
Table: ground_service(city_code, airport_code, transport_type, ground_fare)
Table: month(month_number, month_name)
Table: restriction(restriction_code, advance_purchase, stopovers, saturday_stay_required, minimum_stay, maximum_stay, application, no_discounts)
Table: state(state_code, state_name, country_name)
Table: time_interval(period, begin_time, end_time)
Table: time_zone(time_zone_code, time_zone_name, hours_from_gmt)

Example:
Question: which airports serve boston
SQL: SELECT DISTINCT airport_code FROM airport_service JOIN city ON airport_service.city_code = city.city_code WHERE city.city_name = 'BOSTON';"
atis,medium,show me flights from anywhere to PHILADELPHIA arriving after 2100,"SELECT DISTINCT FLIGHTalias0.FLIGHT_ID FROM AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , CITY AS CITYalias0 , FLIGHT AS FLIGHTalias0 WHERE CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = ""PHILADELPHIA"" AND FLIGHTalias0.ARRIVAL_TIME > 2100 AND FLIGHTalias0.TO_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE ;","Table: aircraft(aircraft_code, aircraft_description, manufacturer, basic_type, engines, propulsion, wide_body, wing_span, length, weight, capacity, pay_load, cruising_speed, range_miles, pressurized)
Table: airline(airline_code, airline_name, note)
Table: airport(airport_code, airport_name, airport_location, state_code, country_name, time_zone_code, minimum_connect_time)
Table: airport_service(city_code, airport_code, miles_distant, direction, minutes_distant)
Table: city(city_code, city_name, state_code, country_name, time_zone_code)
Table: class_of_service(booking_class, rank, class_description)
Table: code_description(code, description)
Table: compartment_class(compartment, class_type)
Table: date_day(month_number, day_number, year, day_name)
Table: days(days_code, day_name)
Table: dual_carrier(main_airline, low_flight_number, high_flight_number, dual_airline, service_name)
Table: equipment_sequence(aircraft_code_sequence, aircraft_code)
Table: fare(fare_id, from_airport, to_airport, fare_basis_code, fare_airline, restriction_code, one_direction_cost, round_trip_cost, round_trip_required)
Table: fare_basis(fare_basis_code, booking_class, class_type, premium, economy, discounted, night, season, basis_days)
Table: flight(flight_id, flight_days, from_airport, to_airport, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed)
Table: flight_fare(flight_id, fare_id)
Table: flight_leg(flight_id, leg_number, leg_flight)
Table: flight_stop(flight_id, stop_number, stop_days, stop_airport, arrival_time, arrival_airline, arrival_flight_number, departure_time, departure_airline, departure_flight_number, stop_time)
Table: food_service(meal_code, meal_number, compartment, meal_description)
Table: ground_service(city_code, airport_code, transport_type, ground_fare)
Table: month(month_number, month_name)
Table: restriction(restriction_code, advance_purchase, stopovers, saturday_stay_required, minimum_stay, maximum_stay, application, no_discounts)
Table: state(state_code, state_name, country_name)
Table: time_interval(period, begin_time, end_time)
Table: time_zone(time_zone_code, time_zone_name, hours_from_gmt)

Example:
Question: which airports serve boston
SQL: SELECT DISTINCT airport_code FROM airport_service JOIN city ON airport_service.city_code = city.city_code WHERE city.city_name = 'BOSTON';"
atis,medium,list the airlines with flights to or from DENVER,"SELECT DISTINCT AIRLINEalias0.AIRLINE_CODE FROM AIRLINE AS AIRLINEalias0 , AIRPORT_SERVICE AS AIRPORT_SERVICEalias0 , CITY AS CITYalias0 , FLIGHT AS FLIGHTalias0 WHERE CITYalias0.CITY_CODE = AIRPORT_SERVICEalias0.CITY_CODE AND CITYalias0.CITY_NAME = ""DENVER"" AND FLIGHTalias0.AIRLINE_CODE = AIRLINEalias0.AIRLINE_CODE AND FLIGHTalias0.FROM_AIRPORT = AIRPORT_SERVICEalias0.AIRPORT_CODE ;","Table: aircraft(aircraft_code, aircraft_description, manufacturer, basic_type, engines, propulsion, wide_body, wing_span, length, weight, capacity, pay_load, cruising_speed, range_miles, pressurized)
Table: airline(airline_code, airline_name, note)
Table: airport(airport_code, airport_name, airport_location, state_code, country_name, time_zone_code, minimum_connect_time)
Table: airport_service(city_code, airport_code, miles_distant, direction, minutes_distant)
Table: city(city_code, city_name, state_code, country_name, time_zone_code)
Table: class_of_service(booking_class, rank, class_description)
Table: code_description(code, description)
Table: compartment_class(compartment, class_type)
Table: date_day(month_number, day_number, year, day_name)
Table: days(days_code, day_name)
Table: dual_carrier(main_airline, low_flight_number, high_flight_number, dual_airline, service_name)
Table: equipment_sequence(aircraft_code_sequence, aircraft_code)
Table: fare(fare_id, from_airport, to_airport, fare_basis_code, fare_airline, restriction_code, one_direction_cost, round_trip_cost, round_trip_required)
Table: fare_basis(fare_basis_code, booking_class, class_type, premium, economy, discounted, night, season, basis_days)
Table: flight(flight_id, flight_days, from_airport, to_airport, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed)
Table: flight_fare(flight_id, fare_id)
Table: flight_leg(flight_id, leg_number, leg_flight)
Table: flight_stop(flight_id, stop_number, stop_days, stop_airport, arrival_time, arrival_airline, arrival_flight_number, departure_time, departure_airline, departure_flight_number, stop_time)
Table: food_service(meal_code, meal_number, compartment, meal_description)
Table: ground_service(city_code, airport_code, transport_type, ground_fare)
Table: month(month_number, month_name)
Table: restriction(restriction_code, advance_purchase, stopovers, saturday_stay_required, minimum_stay, maximum_stay, application, no_discounts)
Table: state(state_code, state_name, country_name)
Table: time_interval(period, begin_time, end_time)
Table: time_zone(time_zone_code, time_zone_name, hours_from_gmt)

Example:
Question: which airports serve boston
SQL: SELECT DISTINCT airport_code FROM airport_service JOIN city ON airport_service.city_code = city.city_code WHERE city.city_name = 'BOSTON';"
atis,medium,what price is a LIMOUSINE service in BOSTON,"SELECT DISTINCT GROUND_SERVICEalias0.GROUND_FARE FROM CITY AS CITYalias0 , GROUND_SERVICE AS GROUND_SERVICEalias0 WHERE CITYalias0.CITY_NAME = ""BOSTON"" AND GROUND_SERVICEalias0.CITY_CODE = CITYalias0.CITY_CODE AND GROUND_SERVICEalias0.TRANSPORT_TYPE = ""LIMOUSINE"" ;","Table: aircraft(aircraft_code, aircraft_description, manufacturer, basic_type, engines, propulsion, wide_body, wing_span, length, weight, capacity, pay_load, cruising_speed, range_miles, pressurized)
Table: airline(airline_code, airline_name, note)
Table: airport(airport_code, airport_name, airport_location, state_code, country_name, time_zone_code, minimum_connect_time)
Table: airport_service(city_code, airport_code, miles_distant, direction, minutes_distant)
Table: city(city_code, city_name, state_code, country_name, time_zone_code)
Table: class_of_service(booking_class, rank, class_description)
Table: code_description(code, description)
Table: compartment_class(compartment, class_type)
Table: date_day(month_number, day_number, year, day_name)
Table: days(days_code, day_name)
Table: dual_carrier(main_airline, low_flight_number, high_flight_number, dual_airline, service_name)
Table: equipment_sequence(aircraft_code_sequence, aircraft_code)
Table: fare(fare_id, from_airport, to_airport, fare_basis_code, fare_airline, restriction_code, one_direction_cost, round_trip_cost, round_trip_required)
Table: fare_basis(fare_basis_code, booking_class, class_type, premium, economy, discounted, night, season, basis_days)
Table: flight(flight_id, flight_days, from_airport, to_airport, departure_time, arrival_time, airline_flight, airline_code, flight_number, aircraft_code_sequence, meal_code, stops, connections, dual_carrier, time_elapsed)
Table: flight_fare(flight_id, fare_id)
Table: flight_leg(flight_id, leg_number, leg_flight)
Table: flight_stop(flight_id, stop_number, stop_days, stop_airport, arrival_time, arrival_airline, arrival_flight_number, departure_time, departure_airline, departure_flight_number, stop_time)
Table: food_service(meal_code, meal_number, compartment, meal_description)
Table: ground_service(city_code, airport_code, transport_type, ground_fare)
Table: month(month_number, month_name)
Table: restriction(restriction_code, advance_purchase, stopovers, saturday_stay_required, minimum_stay, maximum_stay, application, no_discounts)
Table: state(state_code, state_name, country_name)
Table: time_interval(period, begin_time, end_time)
Table: time_zone(time_zone_code, time_zone_name, hours_from_gmt)

Example:
Question: which airports serve boston
SQL: SELECT DISTINCT airport_code FROM airport_service JOIN city ON airport_service.city_code = city.city_code WHERE city.city_name = 'BOSTON';"
